Generation,Run_1,Run_2,Run_3,Run_4,Run_5
0,321.9864542077454,338.0855932939783,338.43711363158724,333.4136612377868,325.5376889643148
1,305.5480069372171,338.0855932939783,316.8449772748592,333.4136612377868,325.5376889643148
2,305.5480069372171,338.0855932939783,316.8449772748592,333.4136612377868,322.70934035537584
3,305.5480069372171,338.0855932939783,316.8449772748592,333.4136612377868,302.079655306004
4,305.5480069372171,338.0855932939783,316.8449772748592,333.4136612377868,302.079655306004
5,305.5480069372171,327.91806342087125,316.8449772748592,333.4136612377868,302.079655306004
6,305.5480069372171,307.1614994505358,316.8449772748592,298.81257283817035,302.079655306004
7,305.5480069372171,307.1614994505358,316.8449772748592,298.81257283817035,302.079655306004
8,305.5480069372171,307.1614994505358,304.4099476220809,298.81257283817035,302.079655306004
9,305.5480069372171,307.1614994505358,304.4099476220809,298.81257283817035,302.079655306004
10,305.5480069372171,307.1614994505358,304.4099476220809,298.81257283817035,302.079655306004
11,305.5480069372171,307.1614994505358,304.4099476220809,298.81257283817035,302.079655306004
12,305.5480069372171,307.1614994505358,304.4099476220809,298.81257283817035,302.079655306004
13,305.5480069372171,307.1614994505358,304.4099476220809,298.81257283817035,302.079655306004
14,305.5480069372171,307.1614994505358,304.4099476220809,298.81257283817035,302.079655306004
15,305.5480069372171,307.1614994505358,304.4099476220809,298.81257283817035,302.079655306004
16,305.5480069372171,307.1614994505358,304.4099476220809,298.81257283817035,302.079655306004
17,305.5480069372171,307.1614994505358,304.4099476220809,298.81257283817035,285.0092553512602
18,305.5480069372171,307.1614994505358,304.4099476220809,298.81257283817035,285.0092553512602
19,284.37077603056446,307.1614994505358,304.4099476220809,298.81257283817035,285.0092553512602
20,284.37077603056446,307.1614994505358,304.4099476220809,298.81257283817035,285.0092553512602
21,283.0731272918356,307.1614994505358,280.5018750298969,298.81257283817035,285.0092553512602
22,283.0731272918356,307.1614994505358,280.5018750298969,298.81257283817035,285.0092553512602
23,283.0731272918356,307.1614994505358,280.5018750298969,298.81257283817035,285.0092553512602
24,283.0731272918356,307.1614994505358,280.5018750298969,298.81257283817035,285.0092553512602
25,283.0731272918356,307.1614994505358,280.5018750298969,298.81257283817035,285.0092553512602
26,283.0731272918356,307.1614994505358,280.5018750298969,298.81257283817035,285.0092553512602
27,283.0731272918356,307.1614994505358,280.5018750298969,298.81257283817035,285.0092553512602
28,283.0731272918356,302.7613839435935,280.5018750298969,298.81257283817035,285.0092553512602
29,283.0731272918356,302.7613839435935,280.5018750298969,298.81257283817035,285.0092553512602
30,283.0731272918356,302.7613839435935,280.5018750298969,298.81257283817035,285.0092553512602
31,283.0731272918356,301.25650300150676,280.5018750298969,298.81257283817035,285.0092553512602
32,283.0731272918356,301.25650300150676,280.5018750298969,298.81257283817035,285.0092553512602
33,283.0731272918356,301.25650300150676,280.5018750298969,298.81257283817035,285.0092553512602
34,283.0731272918356,301.25650300150676,280.5018750298969,294.9756211085637,285.0092553512602
35,283.0731272918356,259.6994636418661,280.5018750298969,294.9756211085637,285.0092553512602
36,283.0731272918356,259.6994636418661,280.5018750298969,294.9756211085637,285.0092553512602
37,283.0731272918356,259.6994636418661,280.5018750298969,294.9756211085637,285.0092553512602
38,283.0731272918356,259.6994636418661,280.5018750298969,294.9756211085637,285.0092553512602
39,283.0731272918356,259.6994636418661,280.5018750298969,294.9756211085637,285.0092553512602
40,283.0731272918356,259.6994636418661,280.5018750298969,294.9756211085637,285.0092553512602
41,283.0731272918356,259.6994636418661,280.5018750298969,294.9756211085637,285.0092553512602
42,283.0731272918356,259.6994636418661,280.5018750298969,294.9756211085637,285.0092553512602
43,283.0731272918356,259.6994636418661,280.5018750298969,294.9756211085637,285.0092553512602
44,283.0731272918356,259.6994636418661,280.5018750298969,294.9756211085637,285.0092553512602
45,283.0731272918356,259.6994636418661,280.5018750298969,294.9756211085637,285.0092553512602
46,275.53085588411653,259.6994636418661,280.5018750298969,294.9756211085637,285.0092553512602
47,275.53085588411653,259.6994636418661,280.5018750298969,294.9756211085637,285.0092553512602
48,275.53085588411653,259.6994636418661,280.5018750298969,294.9756211085637,285.0092553512602
49,275.53085588411653,259.6994636418661,280.5018750298969,283.35019168898344,278.7737929390976
50,271.36192273163425,259.6994636418661,280.5018750298969,277.34710271655865,278.7737929390976
