Generation,Run_1,Run_2,Run_3,Run_4,Run_5
0,148169.28899471613,303330.57328551763,97231.26320667927,118451.53691256454,152990.3063588566
1,148169.28899471613,284678.78558894544,97231.26320667927,118451.53691256454,152990.3063588566
2,148169.28899471613,284678.78558894544,97231.26320667927,79079.93884905434,55564.45803459465
3,148169.28899471613,147530.4810745898,97231.26320667927,79079.93884905434,55564.45803459465
4,148169.28899471613,147530.4810745898,97231.26320667927,79079.93884905434,55564.45803459465
5,121464.50153828188,147530.4810745898,97231.26320667927,79079.93884905434,55564.45803459465
6,121464.50153828188,147530.4810745898,97231.26320667927,75818.94123105967,55564.45803459465
7,118208.10384180807,147530.4810745898,97231.26320667927,75818.94123105967,55564.45803459465
8,109151.89984596314,147530.4810745898,97231.26320667927,75818.94123105967,55564.45803459465
9,109151.89984596314,94963.8220126394,97231.26320667927,75818.94123105967,55564.45803459465
10,109151.89984596314,94963.8220126394,97231.26320667927,75818.94123105967,55564.45803459465
11,19868.78574826656,63229.254858429245,64723.91227222883,75818.94123105967,55564.45803459465
12,19868.78574826656,63229.254858429245,64723.91227222883,75818.94123105967,40425.31013079226
13,19868.78574826656,63229.254858429245,64723.91227222883,75818.94123105967,38674.28702838228
14,19868.78574826656,63229.254858429245,64723.91227222883,75818.94123105967,38674.28702838228
15,19868.78574826656,63229.254858429245,64723.91227222883,32288.00622808714,38674.28702838228
16,19868.78574826656,63229.254858429245,64723.91227222883,32288.00622808714,38674.28702838228
17,19868.78574826656,54298.62622414005,62128.235083932916,12464.53258860773,35068.61355721055
18,19868.78574826656,54298.62622414005,45536.77102994169,12464.53258860773,35068.61355721055
19,19868.78574826656,54298.62622414005,45536.77102994169,12464.53258860773,35068.61355721055
20,6764.9209657746405,17002.549680180007,45536.77102994169,12464.53258860773,35068.61355721055
21,6764.9209657746405,17002.549680180007,45536.77102994169,12464.53258860773,34740.58484863204
22,6764.9209657746405,17002.549680180007,45536.77102994169,12464.53258860773,27347.72781069807
23,6764.9209657746405,17002.549680180007,32214.17539645733,12464.53258860773,27347.72781069807
24,6764.9209657746405,17002.549680180007,8457.875599360506,12464.53258860773,27347.72781069807
25,6764.9209657746405,17002.549680180007,8457.875599360506,12464.53258860773,27347.72781069807
26,6764.9209657746405,17002.549680180007,8457.875599360506,12464.53258860773,27347.72781069807
27,6764.9209657746405,17002.549680180007,8328.855454699427,12464.53258860773,17583.868791752575
28,6764.9209657746405,17002.549680180007,8328.855454699427,12464.53258860773,17583.868791752575
29,6764.9209657746405,17002.549680180007,8328.855454699427,12464.53258860773,17583.868791752575
30,6764.9209657746405,16625.02931255422,8328.855454699427,12464.53258860773,17583.868791752575
31,6764.9209657746405,16625.02931255422,8328.855454699427,12464.53258860773,14152.770905799687
32,6764.9209657746405,16625.02931255422,8328.855454699427,11123.229583554834,14152.770905799687
33,6764.9209657746405,12679.351001264842,8328.855454699427,11123.229583554834,12215.840007349489
34,6764.9209657746405,9245.82731843197,8328.855454699427,11123.229583554834,12215.840007349489
35,6764.9209657746405,9245.82731843197,8328.855454699427,11123.229583554834,6344.8854860945585
36,6764.9209657746405,9245.82731843197,7719.300665412252,11123.229583554834,6344.8854860945585
37,6764.9209657746405,9245.82731843197,7719.300665412252,11123.229583554834,6344.8854860945585
38,6764.9209657746405,9245.82731843197,7719.300665412252,11123.229583554834,6344.8854860945585
39,6764.9209657746405,9245.82731843197,7719.300665412252,11123.229583554834,6344.8854860945585
40,6764.9209657746405,9245.82731843197,7719.300665412252,11123.229583554834,6344.8854860945585
41,6151.74765160638,8422.364196980008,7069.903129544442,11123.229583554834,4678.010935918626
42,3682.5210716063652,8422.364196980008,7069.903129544442,3380.0558215034894,4678.010935918626
43,3682.5210716063652,8422.364196980008,7069.903129544442,3380.0558215034894,4678.010935918626
44,2727.54513711187,5850.9595513175445,7069.903129544442,3380.0558215034894,4678.010935918626
45,2727.54513711187,5850.9595513175445,6640.355915743164,3380.0558215034894,4678.010935918626
46,2727.54513711187,2180.369924627955,6640.355915743164,3380.0558215034894,4678.010935918626
47,2727.54513711187,2180.369924627955,6640.355915743164,3380.0558215034894,4678.010935918626
48,2727.54513711187,2180.369924627955,6640.355915743164,3380.0558215034894,2177.569594620482
49,2727.54513711187,2180.369924627955,5573.652971854683,3380.0558215034894,2177.569594620482
50,2727.54513711187,2180.369924627955,5267.454084208875,3380.0558215034894,2177.569594620482
