Generation,Run_1,Run_2,Run_3,Run_4,Run_5
0,15652.910478360198,15102.890339926696,18988.727109493255,16356.11407985854,14976.262807125115
1,15652.910478360198,15102.890339926696,18988.727109493255,16356.11407985854,14976.262807125115
2,15652.910478360198,15102.890339926696,18988.727109493255,15170.309980343107,14976.262807125115
3,15652.910478360198,15102.890339926696,18988.727109493255,15170.309980343107,14976.262807125115
4,15652.910478360198,15102.890339926696,18988.727109493255,15170.309980343107,14976.262807125115
5,15652.910478360198,15102.890339926696,17073.256150475703,15170.309980343107,14976.262807125115
6,11817.307398580262,15102.890339926696,13090.53409480184,15170.309980343107,13400.663926323945
7,8440.64427765917,15102.890339926696,13090.53409480184,15170.309980343107,13400.663926323945
8,8440.64427765917,15102.890339926696,13090.53409480184,15170.309980343107,13400.663926323945
9,8440.64427765917,15102.890339926696,10385.900347651073,15170.309980343107,13400.663926323945
10,8440.64427765917,15102.890339926696,10385.900347651073,15170.309980343107,13400.663926323945
11,8440.64427765917,15102.890339926696,10385.900347651073,15170.309980343107,11455.183935109835
12,8440.64427765917,15102.890339926696,10385.900347651073,15170.309980343107,7474.866262504957
13,8440.64427765917,15102.890339926696,10385.900347651073,14473.285046274166,7474.866262504957
14,8440.64427765917,14400.851134597071,10385.900347651073,14473.285046274166,7474.866262504957
15,8440.64427765917,14400.851134597071,10385.900347651073,14473.285046274166,7474.866262504957
16,8440.64427765917,8564.336319880647,10385.900347651073,12843.871925098698,7474.866262504957
17,8440.64427765917,8564.336319880647,10385.900347651073,12843.871925098698,7474.866262504957
18,8440.64427765917,8564.336319880647,9270.657647112448,12843.871925098698,7474.866262504957
19,8440.64427765917,8564.336319880647,9270.657647112448,12843.871925098698,5638.875909425983
20,8440.64427765917,8564.336319880647,9270.657647112448,12843.871925098698,5638.875909425983
21,8440.64427765917,8564.336319880647,7385.27558871802,12843.871925098698,5638.875909425983
22,8440.64427765917,8564.336319880647,5180.501174926681,7710.484835251683,5638.875909425983
23,8440.64427765917,8564.336319880647,5180.501174926681,7710.484835251683,5638.875909425983
24,8440.64427765917,8564.336319880647,5180.501174926681,7710.484835251683,5638.875909425983
25,5580.513240986226,8564.336319880647,5180.501174926681,7710.484835251683,5638.875909425983
26,5580.513240986226,8564.336319880647,5180.501174926681,7710.484835251683,5638.875909425983
27,5580.513240986226,8564.336319880647,5180.501174926681,7710.484835251683,3549.4216920932
28,5580.513240986226,8563.3369851423,5180.501174926681,7710.484835251683,3549.4216920932
29,4151.01587043346,5202.27713931718,5180.501174926681,7710.484835251683,3549.4216920932
30,4151.01587043346,5202.27713931718,5180.501174926681,7710.484835251683,3549.4216920932
31,4151.01587043346,5202.27713931718,5180.501174926681,7710.484835251683,3549.4216920932
32,4151.01587043346,4133.916268652839,5180.501174926681,7710.484835251683,3549.4216920932
33,4151.01587043346,4133.916268652839,5180.501174926681,5519.397945115119,3549.4216920932
34,4151.01587043346,4133.916268652839,5180.501174926681,5519.397945115119,3549.4216920932
35,4151.01587043346,4133.916268652839,5180.501174926681,5519.397945115119,3549.4216920932
36,4151.01587043346,4133.916268652839,5180.501174926681,5519.397945115119,3549.4216920932
37,3020.279407579434,4133.916268652839,5180.501174926681,5519.397945115119,3549.4216920932
38,3020.279407579434,4133.916268652839,3761.3985124988576,5449.608278724425,3549.4216920932
39,3020.279407579434,4133.916268652839,3761.3985124988576,5449.608278724425,3549.4216920932
40,3020.279407579434,4133.916268652839,3761.3985124988576,4814.554509554742,3549.4216920932
41,3020.279407579434,4133.916268652839,3761.3985124988576,4814.554509554742,3549.4216920932
42,3020.279407579434,4133.916268652839,2353.698674794361,4061.7928550398583,3549.4216920932
43,3020.279407579434,4133.916268652839,2353.698674794361,4061.7928550398583,2706.766299935161
44,3020.279407579434,3622.0469628155,2353.698674794361,4061.7928550398583,2706.766299935161
45,3020.279407579434,3622.0469628155,2353.698674794361,3371.4708150095485,2706.766299935161
46,3020.279407579434,3622.0469628155,2353.698674794361,3157.9855887015406,2706.766299935161
47,3020.279407579434,3622.0469628155,2353.698674794361,3157.9855887015406,1932.4989690604912
48,3020.279407579434,3379.3416065347496,2353.698674794361,2673.1937181121543,1932.4989690604912
49,3020.279407579434,3379.3416065347496,2353.698674794361,2673.1937181121543,1932.4989690604912
50,3020.279407579434,2836.822297370711,2353.698674794361,2673.1937181121543,1932.4989690604912
