Generation,Run_1,Run_2,Run_3,Run_4,Run_5
0,213169.50679645603,283054.0327693722,201331.60578095625,266990.9003886501,344510.92942107323
1,213169.50679645603,283054.0327693722,201331.60578095625,266990.9003886501,344510.92942107323
2,100177.79935873102,173485.34794139798,201331.60578095625,257120.86938895553,344510.92942107323
3,100177.79935873102,173485.34794139798,201331.60578095625,214617.2672511866,243356.68011443014
4,100177.79935873102,173485.34794139798,201331.60578095625,214617.2672511866,204709.47037059566
5,96025.58357121788,163479.09235066167,151824.98192042703,160683.51099048604,204709.47037059566
6,89399.69127093491,163479.09235066167,151824.98192042703,159296.63372434446,175744.8837720708
7,89399.69127093491,163479.09235066167,151824.98192042703,159296.63372434446,157591.22172298125
8,89399.69127093491,123510.43931780096,103973.05696184863,107985.34434200574,157591.22172298125
9,89399.69127093491,123510.43931780096,70345.1943615508,83637.16807940835,100908.1048615172
10,60888.78844718744,123510.43931780096,70345.1943615508,55179.5055004943,50290.2560790529
11,60888.78844718744,108425.5565324564,70345.1943615508,55179.5055004943,50290.2560790529
12,60888.78844718744,108425.5565324564,70345.1943615508,55179.5055004943,50290.2560790529
13,60888.78844718744,108425.5565324564,41348.10452281301,16424.89198794483,47149.50022899602
14,60888.78844718744,60776.84661354672,41348.10452281301,16424.89198794483,47149.50022899602
15,60888.78844718744,60776.84661354672,41348.10452281301,16424.89198794483,47149.50022899602
16,41679.93452889475,60776.84661354672,41348.10452281301,16424.89198794483,47149.50022899602
17,41679.93452889475,60776.84661354672,41348.10452281301,16424.89198794483,35963.99931430678
18,41679.93452889475,60776.84661354672,41348.10452281301,16424.89198794483,35963.99931430678
19,41679.93452889475,60776.84661354672,41348.10452281301,16424.89198794483,35963.99931430678
20,41679.93452889475,60776.84661354672,41348.10452281301,16424.89198794483,35963.99931430678
21,41679.93452889475,35341.45981735932,41348.10452281301,16424.89198794483,24592.78353837096
22,41679.93452889475,26277.771454672842,41348.10452281301,16424.89198794483,24592.78353837096
23,41679.93452889475,20365.395322202585,21693.060648397783,16424.89198794483,24592.78353837096
24,21294.608404714934,20365.395322202585,21693.060648397783,16424.89198794483,24592.78353837096
25,21294.608404714934,20365.395322202585,21693.060648397783,16424.89198794483,24592.78353837096
26,6632.476063925857,13341.341271866913,21693.060648397783,16424.89198794483,24592.78353837096
27,6632.476063925857,11214.079160274052,21693.060648397783,13548.959083014843,24592.78353837096
28,6632.476063925857,11214.079160274052,21693.060648397783,13548.959083014843,24592.78353837096
29,6632.476063925857,11214.079160274052,21693.060648397783,13548.959083014843,24592.78353837096
30,6632.476063925857,11214.079160274052,21693.060648397783,8630.65555908902,24592.78353837096
31,6632.476063925857,11214.079160274052,21693.060648397783,8630.65555908902,20736.75205662357
32,6632.476063925857,11214.079160274052,21693.060648397783,8630.65555908902,16186.6164653314
33,6632.476063925857,8532.500434034768,12176.632322763404,8630.65555908902,12353.270425976832
34,6632.476063925857,8532.500434034768,12176.632322763404,8630.65555908902,12353.270425976832
35,6632.476063925857,8532.500434034768,12176.632322763404,8630.65555908902,12353.270425976832
36,6632.476063925857,8532.500434034768,12176.632322763404,8630.65555908902,7497.766313355384
37,6632.476063925857,8532.500434034768,12176.632322763404,8630.65555908902,3867.115321588629
38,6632.476063925857,8532.500434034768,12176.632322763404,8630.65555908902,3867.115321588629
39,6632.476063925857,6038.0472900411,11219.164430983961,8630.65555908902,3867.115321588629
40,6632.476063925857,6038.0472900411,6493.936284860401,8630.65555908902,3867.115321588629
41,6288.087089571376,6038.0472900411,6493.936284860401,8630.65555908902,3867.115321588629
42,6288.087089571376,6038.0472900411,6493.936284860401,8630.65555908902,3867.115321588629
43,6288.087089571376,6038.0472900411,6493.936284860401,8630.65555908902,3867.115321588629
44,6288.087089571376,6038.0472900411,6493.936284860401,8630.65555908902,3867.115321588629
45,1305.125169378044,6038.0472900411,6493.936284860401,8630.65555908902,3867.115321588629
46,1305.125169378044,6038.0472900411,6493.936284860401,8630.65555908902,3867.115321588629
47,1305.125169378044,6038.0472900411,6493.936284860401,8630.65555908902,3867.115321588629
48,1305.125169378044,6038.0472900411,6493.936284860401,8630.65555908902,3867.115321588629
49,1305.125169378044,6038.0472900411,6493.936284860401,8630.65555908902,3831.3287473671153
50,1305.125169378044,5027.201255408601,6493.936284860401,8630.65555908902,3690.1540185902504
